sensitivity_variant,sensitivity_variant_type,sensitivity_description,excluded_genes,excluded_modules,dataset_id,contrast,contrast_source,control_condition,case_condition,metric,control_n_raw,case_n_raw,pairing_keys,independent_unit_keys,analysis_design,analysis_n,paired_n,analysis_n_control,analysis_n_case,control_mean,case_mean,mean_delta,delta_sd,ci95_low,ci95_high,effect_size_name,effect_size,p_value,test_method,ci_method,q_value_global,q_value_metric,evidence_flags,mean_delta_primary,ci95_low_primary,ci95_high_primary,p_value_primary,q_value_metric_primary,evidence_flags_primary,delta_difference_vs_primary,abs_delta_difference_vs_primary,relative_abs_delta_difference_vs_primary,direction,direction_primary,direction_same_as_primary,primary_ci_supported,variant_ci_supported,ci_support_retained,ci_support_lost,ci_support_gained,direction_flipped
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE318937_exercise_oleuropein,SIE_placebo_24h_vs_pre,predefined,SIE_Placebo_Pre,SIE_Placebo_Post24h,balance_score,10,10,participant_id,,paired,10,10,10,10,0.1756753515498189,0.1499885374148085,-0.025686814135010443,0.35665728353045434,-0.25691832220761157,0.1587025876036347,paired_cohen_dz,-0.07202099976970494,0.826171875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,1.0,ci_crosses_zero,-0.05873661933476202,-0.26007547068497944,0.13233357617101973,0.66796875,1.0,ci_crosses_zero,0.03304980519975158,0.03304980519975158,0.5626780290399137,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5780273836641305,-0.26206928878879465,0.3159580948753358,0.8114498574564266,-0.14649285048112914,0.8222018938584915,paired_cohen_dz,0.3893747616959834,0.28515625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.6019965277777778,0.4167668269230769,ci_crosses_zero,0.3159580948753358,-0.12297868774506977,0.798924787956167,0.28515625,0.4167668269230769,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.21708665238781402,0.18275049112839725,0.3998371435162113,0.8085994700610526,-0.056321283509176236,0.8749479149116306,paired_cohen_dz,0.49448108528443874,0.15625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.40948275862068967,0.46530612244897956,ci_crosses_zero,0.3998371435162113,-0.05264293235084509,0.8818477981069807,0.15625,0.46530612244897956,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,repair_score,10,10,participant_id,,paired,10,10,10,10,0.12026883834870686,0.03250136267814501,-0.08776747567056183,0.8471121204003936,-0.5515942768566312,0.40641818432335747,paired_cohen_dz,-0.10360786200187751,0.7421875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9661016949152542,0.9236111111111112,ci_crosses_zero,-0.07487429715353609,-0.5570989765999054,0.413539592342292,0.775390625,0.9895833333333334,ci_crosses_zero,-0.012893178517025733,0.012893178517025733,0.17219765670170067,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,balance_score,10,10,participant_id,,paired,10,10,10,10,0.3373554907365208,-0.15024912845025223,-0.487604619186773,0.4076987250750528,-0.7354219367947851,-0.26327924493971416,paired_cohen_dz,-1.1959925042615978,0.001953125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.0296875,0.012369791666666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.47471144066974735,-0.7052993933995214,-0.26314545701593306,0.001953125,0.012369791666666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.01289317851702565,0.01289317851702565,0.027160033259015812,-1.0,-1.0,1.0,True,True,True,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5780273836641305,0.4051351525938275,0.9831625362579579,1.1591186269424747,0.3485060566468023,1.687301641244058,paired_cohen_dz,0.8481983753909174,0.025390625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.12060546875,0.08040364583333333,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.9831625362579579,0.30369233299484455,1.7414601567516572,0.025390625,0.0786985460050847,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.21708665238781402,-0.20535205749381538,0.011734594893998623,0.51536797778229,-0.27147295116111436,0.29954793384721995,paired_cohen_dz,0.022769351996789637,0.94140625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,1.0,ci_crosses_zero,0.011734594893998623,-0.30030211262651557,0.32850524293480293,0.94140625,1.0,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,repair_score,10,10,participant_id,,paired,10,10,10,10,0.12026883834870686,0.12996711341132494,0.009698275062618106,0.5734365828162021,-0.31250018114862527,0.3553452103233377,paired_cohen_dz,0.016912550320715408,0.9609375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,0.9609375,ci_crosses_zero,-0.027875419281018943,-0.34632720702453196,0.3222243717335377,0.876953125,0.9895833333333334,ci_crosses_zero,0.03757369434363705,0.03757369434363705,1.347914948465794,1.0,-1.0,0.0,False,False,False,False,False,True
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,balance_score,10,10,participant_id,,paired,10,10,10,10,0.3373554907365208,0.3353191709051403,-0.0020363198313805065,0.3526509386473148,-0.23343179133232445,0.17761776700972784,paired_cohen_dz,-0.005774321313850307,0.990234375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,1.0,ci_crosses_zero,-0.03961001417501754,-0.2913046222361701,0.15355974918868523,0.8359375,1.0,ci_crosses_zero,0.03757369434363703,0.03757369434363703,0.9485907825636468,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,NAMPT_z,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.76551470927014,0.15755309524674876,0.9230678045168887,,0.3342216937353448,1.4958607743608037,hedges_g,1.0672522313387234,0.03179364127174565,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,0.1342398187029261,0.08629702630902392,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.9230678045168887,0.3574647752536953,1.4969422146470726,0.028994201159768047,0.0786985460050847,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,inflammatory_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.3430664228381077,-0.295547719603846,0.04751870323426166,,-0.33554329199302707,0.4497726771294619,hedges_g,0.07792043629880502,0.8618276344731054,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,1.0,1.0,ci_crosses_zero,0.04751870323426166,-0.3566051615160071,0.467195944081248,0.864627074585083,1.0,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,repair_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.2685180454914558,-0.2120478673128513,0.0564701781786045,,-0.45814733894000864,0.5941410564512785,hedges_g,0.08291440930915236,0.8614277144571085,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,1.0,0.9236111111111112,ci_crosses_zero,0.03777523730733029,-0.48819962487637125,0.6333082932646286,0.9038192361527695,0.9895833333333334,ci_crosses_zero,0.018694940871274213,0.018694940871274213,0.49489936275387625,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,balance_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,0.07454837734665191,0.08349985229099477,0.008951474944342855,,-0.16718576315605255,0.22502155968215662,hedges_g,0.03787333066546285,0.9316136772645471,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,1.0,1.0,ci_crosses_zero,-0.009743465926931413,-0.17734540531510878,0.1842891739302831,0.9262147570485902,1.0,ci_crosses_zero,0.018694940871274268,0.018694940871274268,1.9187156820244573,1.0,-1.0,0.0,False,False,False,False,False,True
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,NAMPT_z,18,18,participant_id,,paired,18,18,18,18,0.15755309524674876,0.35279004426667915,0.1952369490199303,1.1290124380930087,-0.35002776505645444,0.7042213032620167,paired_cohen_dz,0.17292719055398623,0.4861027794441112,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8444444444444444,0.59375,ci_crosses_zero,0.1952369490199303,-0.3272648007142487,0.6717328330986624,0.4809038192361528,0.59375,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,inflammatory_score,18,18,participant_id,,paired,18,18,18,18,-0.295547719603846,0.5242586681625858,0.8198063877664318,0.7706133451319785,0.4815080475117273,1.141752428058702,paired_cohen_dz,1.0638362194805078,0.0005998800239952009,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.0296875,0.011397720455908818,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.8198063877664318,0.4755241397093038,1.145614896305002,0.0003999200159968006,0.007598480303939212,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,repair_score,18,18,participant_id,,paired,18,18,18,18,-0.2120478673128513,0.39105989764048826,0.6031077649533397,0.9017965320118054,0.2029848626385829,1.0113535159513927,paired_cohen_dz,0.6687847463860556,0.01219756048790242,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.08484969672732122,0.1484375,ci_excludes_zero;nominal_p_lt_0.05,0.6067083846971424,0.2171450025346056,1.003453693278815,0.015796840631873626,0.11651003132706793,ci_excludes_zero;nominal_p_lt_0.05,-0.0036006197438026577,0.0036006197438026577,0.0059346793857151334,1.0,1.0,1.0,True,True,True,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,balance_score,18,18,participant_id,,paired,18,18,18,18,0.08349985229099477,-0.1331987705220975,-0.21669862281309224,0.36684773456202113,-0.39068797990105275,-0.06523766664984505,paired_cohen_dz,-0.5907045414136423,0.013197360527894421,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.08484969672732122,0.0501499700059988,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.2130980030692894,-0.40134269714175397,-0.059688576648704326,0.01779644071185763,0.06762647470505899,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.003600619743802852,0.003600619743802852,0.016896543805866172,-1.0,-1.0,1.0,True,True,True,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE272133_muscle_bariatric,OB_w52_vs_OB_w0,predefined,OB_w0,OB_w52,NAMPT_z,13,13,participant_id,,paired,13,13,13,13,0.8186496667344071,0.6513953090343837,-0.16725435770002336,1.076720975423834,-0.828800018267127,0.35931342381471504,paired_cohen_dz,-0.15533676924440554,0.612060546875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9661016949152542,0.6840676700367647,ci_crosses_zero,-0.16725435770002336,-0.7935454511496135,0.3777185788194449,0.612060546875,0.6840676700367647,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE272133_muscle_bariatric,OB_w52_vs_OB_w0,predefined,OB_w0,OB_w52,inflammatory_score,13,13,participant_id,,paired,13,13,13,13,0.5036545954652483,0.46042971293196544,-0.04322488253328279,0.4700307863712039,-0.26817404661621647,0.21105787770993864,paired_cohen_dz,-0.09196181141025561,0.7421875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9661016949152542,1.0,ci_crosses_zero,-0.04322488253328279,-0.2735118774556169,0.1981731347605974,0.7421875,1.0,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE272133_muscle_bariatric,OB_w52_vs_OB_w0,predefined,OB_w0,OB_w52,repair_score,13,13,participant_id,,paired,13,13,13,13,0.7031519419102304,0.6083913868553655,-0.0947605550548649,0.4326586237515041,-0.29715053932150115,0.13661949017754452,paired_cohen_dz,-0.2190192217439546,0.43994140625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.835888671875,0.8636363636363636,ci_crosses_zero,-0.06505344546377029,-0.2583273443128554,0.12636601282979665,0.573486328125,0.9895833333333334,ci_crosses_zero,-0.029707109591094613,0.029707109591094613,0.4566569745739165,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE272133_muscle_bariatric,OB_w52_vs_OB_w0,predefined,OB_w0,OB_w52,balance_score,13,13,participant_id,,paired,13,13,13,13,0.19949734644498224,0.14796167392340012,-0.05153567252158212,0.3570474957242356,-0.2360901636352067,0.12909153813698224,paired_cohen_dz,-0.14433842314745016,0.606201171875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9661016949152542,1.0,ci_crosses_zero,-0.02182856293048751,-0.1986000628185587,0.15614649977909614,0.819091796875,1.0,ci_crosses_zero,-0.029707109591094613,0.029707109591094613,1.3609283252267284,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE272133_muscle_bariatric,T2D_w52_vs_T2D_w0,predefined,T2D_w0,T2D_w52,NAMPT_z,13,13,participant_id,,paired,13,13,13,13,-0.7969901186524605,-0.6730548571163338,0.1239352615361265,0.5859578895232955,-0.16243979684065266,0.44452839977413017,paired_cohen_dz,0.21150881957908904,0.457275390625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8444444444444444,0.59375,ci_crosses_zero,0.1239352615361265,-0.14131846147496765,0.4267346053649576,0.457275390625,0.59375,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE272133_muscle_bariatric,T2D_w52_vs_T2D_w0,predefined,T2D_w0,T2D_w52,inflammatory_score,13,13,participant_id,,paired,13,13,13,13,-0.56990297106421,-0.39418133733300376,0.17572163373120628,0.23288467615822347,0.056656712762864936,0.29032782955558667,paired_cohen_dz,0.7545435647806203,0.019775390625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.10735212053571429,0.125244140625,ci_excludes_zero;nominal_p_lt_0.05,0.17572163373120628,0.056132183166649585,0.2889439925158435,0.019775390625,0.125244140625,ci_excludes_zero;nominal_p_lt_0.05,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE272133_muscle_bariatric,T2D_w52_vs_T2D_w0,predefined,T2D_w0,T2D_w52,repair_score,13,13,participant_id,,paired,13,13,13,13,-0.802851023474247,-0.5086923052913497,0.2941587181828974,0.44264148487946436,0.05905639633188038,0.5099399881168308,paired_cohen_dz,0.6645529807559717,0.034912109375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.1396484375,0.22111002604166666,ci_excludes_zero;nominal_p_lt_0.05,0.29563346221142733,0.08497571732954623,0.4934266416856814,0.02685546875,0.1275634765625,ci_excludes_zero;nominal_p_lt_0.05,-0.0014747440285299285,0.0014747440285299285,0.004988420517415042,1.0,1.0,1.0,True,True,True,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE272133_muscle_bariatric,T2D_w52_vs_T2D_w0,predefined,T2D_w0,T2D_w52,balance_score,13,13,participant_id,,paired,13,13,13,13,-0.2329480524100371,-0.11451096795834602,0.11843708445169107,0.38060964525036084,-0.08386304802464421,0.3221532251780816,paired_cohen_dz,0.3111773070642612,0.2783203125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.6019965277777778,0.5875651041666666,ci_crosses_zero,0.11991182848022107,-0.08729851776368805,0.2995413481634128,0.24169921875,0.5277777777777778,ci_crosses_zero,-0.0014747440285299979,0.0014747440285299979,0.012298570101224421,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE282850_muscle_cell_aicar_palmitate,aicar_vs_differentiated,predefined,differentiated,aicar,NAMPT_z,4,3,participant_id,,paired_intersection,3,3,3,3,-1.0381844041326904,-0.34076483646343614,0.6974195676692544,0.6629193517110042,0.04595964744024139,1.3712329173965723,paired_cohen_dz,1.052042855392899,0.25,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.5588235294117647,0.3958333333333333,very_small_n;ci_excludes_zero,0.6974195676692544,0.04595964744024139,1.3712329173965723,0.25,0.3958333333333333,very_small_n;ci_excludes_zero,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE282850_muscle_cell_aicar_palmitate,aicar_vs_differentiated,predefined,differentiated,aicar,inflammatory_score,4,3,participant_id,,paired_intersection,3,3,3,3,-0.05246184643372034,0.018059995741056118,0.07052184217477644,0.18313982943963997,-0.12747854069947817,0.1920340907845284,paired_cohen_dz,0.38507102682444805,0.75,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9661016949152542,1.0,very_small_n;ci_crosses_zero,0.07052184217477644,-0.0499184037124705,0.2338421969622627,0.75,1.0,very_small_n;ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE282850_muscle_cell_aicar_palmitate,aicar_vs_differentiated,predefined,differentiated,aicar,repair_score,4,3,participant_id,,paired_intersection,3,3,3,3,-0.13750570058778203,-0.0448342313099776,0.09267146927780444,0.18140080023443572,-0.031640265143559956,0.3008280037457214,paired_cohen_dz,0.5108658239546862,0.75,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9661016949152542,0.9236111111111112,very_small_n;ci_crosses_zero,0.049033467551006384,-0.05700367285107133,0.2552936026544801,1.0,1.0,very_small_n;ci_crosses_zero,0.043638001726798055,0.043638001726798055,0.8899636086598246,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE282850_muscle_cell_aicar_palmitate,aicar_vs_differentiated,predefined,differentiated,aicar,balance_score,4,3,participant_id,,paired_intersection,3,3,3,3,-0.08504385415406168,-0.06289422705103372,0.02214962710302797,0.14198619764700846,-0.1368421354051048,0.13630520993073,paired_cohen_dz,0.1559984524558796,1.0,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,1.0,very_small_n;ci_crosses_zero,-0.02148837462377007,-0.15639139741193447,0.07047486784840683,1.0,1.0,very_small_n;ci_crosses_zero,0.04363800172679804,0.04363800172679804,2.030772568462504,1.0,-1.0,0.0,False,False,False,False,False,True
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE282850_muscle_cell_aicar_palmitate,palmitate_vs_differentiated,predefined,differentiated,palmitate,NAMPT_z,4,4,participant_id,,paired,4,4,4,4,-0.8967070142561706,-0.3540867805607291,0.5426202336954415,0.3481511112864116,0.22472902170231557,0.7837306835184648,paired_cohen_dz,1.5585767676870839,0.125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.391875,0.2721354166666667,very_small_n;ci_excludes_zero,0.5426202336954415,0.22472902170231557,0.7837306835184648,0.125,0.2721354166666667,very_small_n;ci_excludes_zero,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE282850_muscle_cell_aicar_palmitate,palmitate_vs_differentiated,predefined,differentiated,palmitate,inflammatory_score,4,4,participant_id,,paired,4,4,4,4,0.006737462169775688,0.15186376496125997,0.14512630279148428,0.20401167039175033,-0.058809089597980375,0.2999189476693961,paired_cohen_dz,0.7113627495564724,0.25,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.5588235294117647,0.59375,very_small_n;ci_crosses_zero,0.14512630279148428,-0.058809089597980375,0.2999189476693961,0.25,0.59375,very_small_n;ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE282850_muscle_cell_aicar_palmitate,palmitate_vs_differentiated,predefined,differentiated,palmitate,repair_score,4,4,participant_id,,paired,4,4,4,4,-0.1389819956316292,0.0630755455898185,0.2020575412214477,0.09401122494126855,0.11791413908596579,0.2896209433100359,paired_cohen_dz,2.149291654775041,0.125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.391875,0.475,very_small_n;ci_excludes_zero,0.17885757304001504,0.060118214741381744,0.2975969313386483,0.125,0.3392857142857143,very_small_n;ci_excludes_zero,0.023199968181432662,0.023199968181432662,0.12971197018446756,1.0,1.0,1.0,True,True,True,False,False,False
drop_nad_salvage_core,module_drop,Drop the NAD salvage core module from composite pools.,,nad_salvage_core,GSE282850_muscle_cell_aicar_palmitate,palmitate_vs_differentiated,predefined,differentiated,palmitate,balance_score,4,4,participant_id,,paired,4,4,4,4,-0.14571945780140488,-0.08878821937144149,0.056931238429963414,0.2269077822819166,-0.12269754111366848,0.23656001797359533,paired_cohen_dz,0.25090033430070036,0.75,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9661016949152542,1.0,very_small_n;ci_crosses_zero,0.033731270248530745,-0.20374692664810434,0.2745353918646246,0.875,1.0,very_small_n;ci_crosses_zero,0.02319996818143267,0.02319996818143267,0.6877881565234919,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE312393_24h_exercise,24h_exercise_vs_control,predefined,control,24h_exercise,NAMPT_z,4,3,,,unpaired,7,0,4,3,-0.01096138565926727,0.014615180879024775,0.025576566538292045,,-1.326894899515098,1.4505968445999413,hedges_g,0.01966339897518053,0.9714285714285714,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,1.0,0.9714285714285713,small_n;ci_crosses_zero,0.025576566538292045,-1.2536314187404667,1.377690698208496,0.9714285714285714,0.9714285714285713,small_n;ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE312393_24h_exercise,24h_exercise_vs_control,predefined,control,24h_exercise,inflammatory_score,4,3,,,unpaired,7,0,4,3,0.05749079629236658,-0.07665439505648854,-0.1341451913488551,,-0.48420097671331497,0.17438861601960123,hedges_g,-0.45338709312589476,0.6,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,0.8720703125,0.9391526442307693,small_n;ci_crosses_zero,-0.30469535925125646,-0.6117963924678212,-0.044225730779399994,0.17142857142857143,0.46530612244897956,small_n;ci_excludes_zero,0.17055016790240135,0.17055016790240135,0.559739959024985,-1.0,-1.0,1.0,True,False,False,True,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE312393_24h_exercise,24h_exercise_vs_control,predefined,control,24h_exercise,repair_score,4,3,,,unpaired,7,0,4,3,0.09787764711132167,-0.13050352948176303,-0.2283811765930847,,-0.5757910094888476,0.14632856807533712,hedges_g,-0.5930183172979738,0.34285714285714286,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,0.6857142857142857,0.7238095238095238,small_n;ci_crosses_zero,-0.2827944558602512,-0.635476070464162,0.09824300427384611,0.3142857142857143,0.7464285714285714,small_n;ci_crosses_zero,0.05441327926716649,0.05441327926716649,0.19241282189087877,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE312393_24h_exercise,24h_exercise_vs_control,predefined,control,24h_exercise,balance_score,4,3,,,unpaired,7,0,4,3,0.040386850818955086,-0.053849134425274475,-0.09423598524422956,,-0.6124667723526245,0.4937142489861417,hedges_g,-0.1605665878994486,0.8,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,0.9212121212121213,0.8444444444444446,small_n;ci_crosses_zero,0.02190090339100527,-0.4970982860616328,0.5640436740854796,1.0,1.0,small_n;ci_crosses_zero,-0.11613688863523483,0.11613688863523483,5.3028355297404035,-1.0,1.0,0.0,False,False,False,False,False,True
