sensitivity_variant,sensitivity_variant_type,sensitivity_description,excluded_genes,excluded_modules,dataset_id,contrast,contrast_source,control_condition,case_condition,metric,control_n_raw,case_n_raw,pairing_keys,independent_unit_keys,analysis_design,analysis_n,paired_n,analysis_n_control,analysis_n_case,control_mean,case_mean,mean_delta,delta_sd,ci95_low,ci95_high,effect_size_name,effect_size,p_value,test_method,ci_method,q_value_global,q_value_metric,evidence_flags,mean_delta_primary,ci95_low_primary,ci95_high_primary,p_value_primary,q_value_metric_primary,evidence_flags_primary,delta_difference_vs_primary,abs_delta_difference_vs_primary,relative_abs_delta_difference_vs_primary,direction,direction_primary,direction_same_as_primary,primary_ci_supported,variant_ci_supported,ci_support_retained,ci_support_lost,ci_support_gained,direction_flipped
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE312393_6weeks_training,post_training_vs_pre_training,predefined,pre_training,post_training,NAMPT_z,3,3,participant,,paired,3,3,3,3,-0.5534810037836325,0.5534810037836325,1.106962007567265,0.5528607059164276,0.5387334035780513,1.6430527972601545,paired_cohen_dz,2.00224395715075,0.25,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.5588235294117647,0.3958333333333333,very_small_n;ci_excludes_zero,1.106962007567265,0.5387334035780513,1.6430527972601545,0.25,0.3958333333333333,very_small_n;ci_excludes_zero,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE312393_6weeks_training,post_training_vs_pre_training,predefined,pre_training,post_training,inflammatory_score,3,3,participant,,paired,3,3,3,3,-0.06835473329742221,0.06835473329742224,0.13670946659484443,0.4068630235324863,-0.2544839734560259,0.5576132865170008,paired_cohen_dz,0.33600857951626745,0.75,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9180288461538462,0.95,very_small_n;ci_crosses_zero,0.1607486672783088,-0.10215261550387456,0.6539337960290005,1.0,1.0,very_small_n;ci_crosses_zero,-0.02403920068346438,0.02403920068346438,0.14954525652050737,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE312393_6weeks_training,post_training_vs_pre_training,predefined,pre_training,post_training,repair_score,3,3,participant,,paired,3,3,3,3,-0.2185317612144174,0.21853176121441806,0.43706352242883545,0.6283235622898056,0.034958318911275446,1.1611113946314575,paired_cohen_dz,0.6956026300144478,0.25,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.5588235294117647,0.59375,very_small_n;ci_excludes_zero,0.4301824325333716,-0.03180132101067229,1.1546478329977892,0.5,0.95,very_small_n;ci_crosses_zero,0.006881089895463877,0.006881089895463877,0.015995748257177082,1.0,1.0,1.0,False,True,False,False,True,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE312393_6weeks_training,post_training_vs_pre_training,predefined,pre_training,post_training,balance_score,3,3,participant,,paired,3,3,3,3,-0.15017702791699516,0.15017702791699586,0.30035405583399105,0.34305239428279805,-0.07204076781228297,0.6034981081144567,paired_cohen_dz,0.8755340608011957,0.5,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8260869565217391,0.7916666666666666,very_small_n;ci_crosses_zero,0.26943376525506274,0.07035129449320227,0.5007140369687888,0.25,0.5277777777777778,very_small_n;ci_excludes_zero,0.03092029057892831,0.03092029057892831,0.11476026603294225,1.0,1.0,1.0,True,False,False,True,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE305038_activity_inactivity_exercise,active_post_vs_active_pre,predefined,active_pre,active_post,NAMPT_z,6,6,participant_id,,paired_intersection,4,4,4,4,-0.645326059673071,-0.3034719091402039,0.34185415053286705,0.5314641385885969,-0.06867406690516667,0.7827306618210879,paired_cohen_dz,0.6432308893704948,0.5,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8260869565217391,0.59375,very_small_n;ci_crosses_zero,0.34185415053286705,-0.061300346930828996,0.7827306618210879,0.5,0.59375,very_small_n;ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE305038_activity_inactivity_exercise,active_post_vs_active_pre,predefined,active_pre,active_post,inflammatory_score,6,6,participant_id,,paired_intersection,4,4,4,4,-0.20223096219135317,-0.18634311061531417,0.015887851576039003,0.4461685046048357,-0.3790475950754588,0.33272129358790337,paired_cohen_dz,0.03560953185189667,0.875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9793100203488715,0.9800482855902778,very_small_n;ci_crosses_zero,-0.03123481602292505,-0.29176898624329295,0.23278775332930723,0.875,1.0,very_small_n;ci_crosses_zero,0.04712266759896405,0.04712266759896405,1.5086584010732762,1.0,-1.0,0.0,False,False,False,False,False,True
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE305038_activity_inactivity_exercise,active_post_vs_active_pre,predefined,active_pre,active_post,repair_score,6,6,participant_id,,paired_intersection,4,4,4,4,-0.25273488699803115,-0.3876078546752867,-0.13487296767725554,0.11768467377498071,-0.22159433751379426,-0.032658950319828295,paired_cohen_dz,-1.1460538008130077,0.25,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.5588235294117647,0.59375,very_small_n;ci_excludes_zero,-0.14515227887881524,-0.22703426593440004,-0.06327029182323049,0.125,0.3392857142857143,very_small_n;ci_excludes_zero,0.010279311201559699,0.010279311201559699,0.07081742898533265,-1.0,-1.0,1.0,True,True,True,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE305038_activity_inactivity_exercise,active_post_vs_active_pre,predefined,active_pre,active_post,balance_score,6,6,participant_id,,paired_intersection,4,4,4,4,-0.05050392480667798,-0.20126474405997252,-0.15076081925329454,0.45010664122508864,-0.4959986932771978,0.28937733015629874,paired_cohen_dz,-0.33494466743027307,0.5,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8260869565217391,0.7916666666666666,very_small_n;ci_crosses_zero,-0.11391746285589019,-0.3962129508060571,0.19639659912672142,0.5,0.95,very_small_n;ci_crosses_zero,-0.03684335639740435,0.03684335639740435,0.323421497229205,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE305038_activity_inactivity_exercise,inactive_post_vs_inactive_pre,predefined,inactive_pre,inactive_post,NAMPT_z,6,7,participant_id,,paired_intersection,6,6,6,6,0.33962327610703397,0.11693148341776675,-0.22269179268926734,1.259112469872381,-1.1724571491715303,0.6085223972281507,paired_cohen_dz,-0.1768640991315403,0.71875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9180288461538462,0.7586805555555556,small_n;ci_crosses_zero,-0.22269179268926734,-1.184792201110678,0.6085223972281507,0.71875,0.7586805555555556,small_n;ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE305038_activity_inactivity_exercise,inactive_post_vs_inactive_pre,predefined,inactive_pre,inactive_post,inflammatory_score,6,7,participant_id,,paired_intersection,6,6,6,6,-0.09982446197138224,0.19420153663386489,0.2940259986052472,1.332144064653104,-0.7027928889010134,1.261411890200929,paired_cohen_dz,0.22071636725102464,0.625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8720703125,0.9391526442307693,small_n;ci_crosses_zero,0.14619827132138305,-0.8509436103622087,1.0780625661535017,0.90625,1.0,small_n;ci_crosses_zero,0.14782772728386415,0.14782772728386415,1.0111455214056473,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE305038_activity_inactivity_exercise,inactive_post_vs_inactive_pre,predefined,inactive_pre,inactive_post,repair_score,6,7,participant_id,,paired_intersection,6,6,6,6,0.28160266407420437,0.01673548590840601,-0.26486717816579836,1.4810272524741455,-1.385951366781347,0.7603724793080232,paired_cohen_dz,-0.17884017847971517,0.75,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9180288461538462,0.99453125,small_n;ci_crosses_zero,-0.2741231757718645,-1.4857183216558543,0.6965973638150568,0.75,0.9895833333333334,small_n;ci_crosses_zero,0.009255997606066158,0.009255997606066158,0.03376583384459745,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE305038_activity_inactivity_exercise,inactive_post_vs_inactive_pre,predefined,inactive_pre,inactive_post,balance_score,6,7,participant_id,,paired_intersection,6,6,6,6,0.38142712604558665,-0.17746605072545885,-0.5588931767710456,0.3091762382405161,-0.758332325153023,-0.3457564536097348,paired_cohen_dz,-1.8076847688931006,0.03125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.123388671875,0.09895833333333333,small_n;ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.4203214470932475,-0.6075247382478688,-0.2207054378093906,0.03125,0.09895833333333333,small_n;ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.13857172967779807,0.13857172967779807,0.32968036876561335,-1.0,-1.0,1.0,True,True,True,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE292369_exercise_ketone_recovery,exercised_vs_rest,predefined,rest,exercised,NAMPT_z,16,18,participant+treatment,,paired_intersection,16,16,16,16,-0.38534816790257936,0.4620486259386902,0.8473967938412696,1.2471575211582047,0.29030143328917984,1.4154551568414773,paired_cohen_dz,0.6794625213455899,0.010997800439912017,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.08096590909090909,0.0556640625,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.8473967938412696,0.27515150208026823,1.437028812780872,0.013797240551889621,0.0655368926214757,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE292369_exercise_ketone_recovery,exercised_vs_rest,predefined,rest,exercised,inflammatory_score,16,18,participant+treatment,,paired_intersection,16,16,16,16,-0.22542106173826149,0.1987451784562964,0.4241662401945579,0.3569549195138264,0.2643367467781108,0.6005773015150638,paired_cohen_dz,1.1882907812904595,0.0001999600079984003,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.015196960607878424,0.003799240151969606,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.264782001104761,0.1388671600422903,0.4025129769667588,0.0007998400319936012,0.007598480303939212,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.15938423908979688,0.15938423908979688,0.6019451413796684,1.0,1.0,1.0,True,True,True,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE292369_exercise_ketone_recovery,exercised_vs_rest,predefined,rest,exercised,repair_score,16,18,participant+treatment,,paired_intersection,16,16,16,16,0.04067396730356587,-0.041442346517896474,-0.08211631382146234,0.1568788826096206,-0.1508179849405071,-0.005751671606903193,paired_cohen_dz,-0.5234376511069474,0.05618876224755049,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.20241477272727273,0.26689662067586484,ci_excludes_zero,-0.09600793047820882,-0.16065822211706263,-0.02955446079066504,0.01839632073585283,0.11651003132706793,ci_excludes_zero;nominal_p_lt_0.05,0.013891616656746486,0.013891616656746486,0.14469238725960773,-1.0,-1.0,1.0,True,True,True,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE292369_exercise_ketone_recovery,exercised_vs_rest,predefined,rest,exercised,balance_score,16,18,participant+treatment,,paired_intersection,16,16,16,16,0.26609502904182736,-0.24018752497419288,-0.5062825540160203,0.3451065852670297,-0.67178372355163,-0.35808081895564575,paired_cohen_dz,-1.4670324347021053,0.0003999200159968006,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.015196960607878424,0.007598480303939212,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.3607899315829698,-0.4933106324006306,-0.23141246671333923,0.0009998000399920016,0.012369791666666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.1454926224330505,0.1454926224330505,0.40326131551038585,-1.0,-1.0,1.0,True,True,True,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE318937_exercise_oleuropein,MICE_placebo_post_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post,NAMPT_z,9,10,participant_id,,paired_intersection,9,9,9,9,-0.43923065308801124,0.2869893284610309,0.7262199815490421,1.4332738796415052,-0.1919817619299973,1.485711035611512,paired_cohen_dz,0.5066861204019754,0.15625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.40948275862068967,0.296875,small_n;ci_crosses_zero,0.7262199815490421,-0.18401416526626393,1.4984646002500415,0.15625,0.296875,small_n;ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE318937_exercise_oleuropein,MICE_placebo_post_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post,inflammatory_score,9,10,participant_id,,paired_intersection,9,9,9,9,-0.1266601036546423,0.310999967483301,0.4376600711379433,1.1500423429903066,-0.3538949535667541,0.9924203104694485,paired_cohen_dz,0.38055996268794096,0.28515625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.5857263513513513,0.67724609375,small_n;ci_crosses_zero,0.2893669759199647,-0.33210547429336307,0.7570532537738621,0.421875,0.890625,small_n;ci_crosses_zero,0.14829309521797862,0.14829309521797862,0.5124741506750053,1.0,1.0,1.0,False,False,False,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE318937_exercise_oleuropein,MICE_placebo_post_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post,repair_score,9,10,participant_id,,paired_intersection,9,9,9,9,0.06906150777312826,-0.1972714153368077,-0.26633292310993595,0.48554930859346435,-0.5540019619977089,0.06423250814920053,paired_cohen_dz,-0.5485187979804712,0.15234375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.40948275862068967,0.482421875,small_n;ci_crosses_zero,-0.28615827868570975,-0.5529496565442761,0.048239725247227,0.125,0.3392857142857143,small_n;ci_crosses_zero,0.019825355575773806,0.019825355575773806,0.06928108341589577,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE318937_exercise_oleuropein,MICE_placebo_post_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post,balance_score,9,10,participant_id,,paired_intersection,9,9,9,9,0.1957216114277706,-0.5082713828201086,-0.7039929942478792,0.9361029813762802,-1.1995062137155932,-0.06721855555734586,paired_cohen_dz,-0.7520465250659201,0.05859375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.20241477272727273,0.15904017857142858,small_n;ci_excludes_zero,-0.5755252546056745,-0.9888319473160584,-0.060698476127624315,0.05859375,0.15904017857142858,small_n;ci_excludes_zero,-0.1284677396422047,0.1284677396422047,0.22321824909356125,-1.0,-1.0,1.0,True,True,True,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE318937_exercise_oleuropein,MICE_placebo_24h_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post24h,NAMPT_z,9,10,participant_id,,paired_intersection,9,9,9,9,-0.43923065308801124,0.6708933890302309,1.110124042118242,0.9322035140741719,0.5880548421813316,1.7034208377850442,paired_cohen_dz,1.1908601773731498,0.0078125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.07421875,0.0556640625,small_n;ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,1.110124042118242,0.5838591454168959,1.707562935472511,0.0078125,0.0655368926214757,small_n;ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE318937_exercise_oleuropein,MICE_placebo_24h_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post24h,inflammatory_score,9,10,participant_id,,paired_intersection,9,9,9,9,-0.1266601036546423,-0.10492928995696779,0.021730813697674545,0.4395236626144045,-0.2881055133097182,0.25410918397227905,paired_cohen_dz,0.04944173783139193,0.91015625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9881696428571428,0.9800482855902778,small_n;ci_crosses_zero,-0.09988355445268787,-0.38156863274738767,0.11957603279788172,0.58984375,1.0,small_n;ci_crosses_zero,0.12161436815036242,0.12161436815036242,1.2175614776301122,1.0,-1.0,0.0,False,False,False,False,False,True
drop_nad_consumption,module_drop,Drop NAD-consuming inflammatory and repair modules.,,nad_consumption_inflammation;nad_consumption_repair,GSE318937_exercise_oleuropein,MICE_placebo_24h_vs_pre,predefined,MICE_Placebo_Pre,MICE_Placebo_Post24h,repair_score,9,10,participant_id,,paired_intersection,9,9,9,9,0.06906150777312826,0.015250683482775187,-0.05381082429035306,0.49031005579829523,-0.37500580590943755,0.21612632613642802,paired_cohen_dz,-0.10974856349364752,0.78125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9180288461538462,0.99453125,small_n;ci_crosses_zero,-0.07883434703839762,-0.4020352413028725,0.20417676108197838,0.68359375,0.9895833333333334,small_n;ci_crosses_zero,0.025023522748044556,0.025023522748044556,0.3174190398996572,-1.0,-1.0,1.0,False,False,False,False,False,False
